Time (ms),2022-02-02_multipletau_CH2_BIN0dot001_us_TbPEX5EGFP 1-100015_T308s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_TbPEX5EGFP 1-100015_T308s_1_correlation-CH2_2 fitted model: ,2022-02-02_multipletau_CH2_BIN0dot001_us_TbPEX5EGFP 1-100016_T330s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_TbPEX5EGFP 1-100016_T330s_1_correlation-CH2_2 fitted model: ,2022-02-02_multipletau_CH2_BIN0dot001_us_TbPEX5EGFP 1-100017_T352s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_TbPEX5EGFP 1-100017_T352s_1_correlation-CH2_2 fitted model: ,
0.001,1.122101617214573, ,1.0463986822496616, ,1.068147715535929, ,
0.002,1.0360646550114263,0.9720681753851034,0.9322285959260581,0.87961939590369,0.9829304911457699,0.9070569358049245,
0.003,1.00229514506509,0.969052202839327,0.9302295052821191,0.8763677800490169,0.9539251527313432,0.903854275414948,
0.004,1.0169214312550063,0.9660546843283792,0.9195677025659112,0.8731399468269481,0.926268896951645,0.9006739696903436,
0.005,1.0231591132391873,0.9630754510919527,0.9120155903803193,0.8699356364151921,0.9186240748486721,0.8975157855249897,
0.006,1.0091781042507226,0.9601143364211748,0.8977998522558874,0.8667545927623536,0.9318900798711721,0.8943794930424669,
0.007,1.018211988640631,0.9571711756275313,0.900465297352338,0.8635965635197701,0.9377361146625515,0.8912648655403176,
0.008,0.9700312728435582,0.9542458060123522,0.8986883254820229,0.8604612999748217,0.8866956985843796,0.8881716794354537,
0.009000000000000001,0.9582011840618856,0.9513380668368501,0.8806965297215891,0.8573485569856775,0.9078313715911039,0.8850997142106891,
0.01,0.9732576574487244,0.9484477992926974,0.8407147646578282,0.8542580929174423,0.8907429450738358,0.8820487523623678,
0.011,0.9545446070831398,0.9455748464731316,0.8711453193062427,0.851189669579668,0.9004113893319166,0.8790185793490606,
0.012,0.9386277577143536,0.94271905334458,0.8338290006396286,0.8481430521651975,0.8786011594719623,0.8760089835413077,
0.013000000000000001,0.9616426563269497,0.9398802667187892,0.8631489534009507,0.8451180091903063,0.8747787426645548,0.873019756172381,
0.014,0.9515365840748272,0.9370583352254498,0.854708351282431,0.8421143124361105,0.858364854181705,0.8700506912900415,
0.015,0.9364801024103383,0.9342531092853105,0.8209459612267942,0.8391317368912096,0.8338564463927344,0.8671015857092687,
0.016,0.9130350089577204,0.9314644410837646,0.8356059350078929,0.836170060695535,0.9001865167093487,0.8641722389659409,
0.018000000000000002,0.9188425002678384,0.9259361953060298,0.8331625878675936,0.8303085343395393,0.8575778587400112,0.8583720334681718,
0.02,0.9126048063351077,0.9204724496936708,0.8302749982487104,0.8245280194535657,0.8444242500034504,0.8526485237992609,
0.022,0.9088406764673338,0.915072082668532,0.8161702966857651,0.8188268491427443,0.8678084047722756,0.8470001996833132,
0.024,0.9030331656015369,0.9097339985058457,0.8210569411680362,0.8132034019304507,0.8406018060471167,0.8414255902382914,
0.026000000000000002,0.873995644253466,0.904457126593573,0.786406037665522,0.8076561002218724,0.8162057998376029,0.8359232626999082,
0.028,0.9029255998569701,0.8992404207170578,0.7982894942882447,0.8021834088295257,0.8311581640850906,0.8304918211948036,
0.03,0.8717371454711762,0.8940828583679988,0.7723013047127872,0.79678383355783,0.8187915137147104,0.8251299055608016,
0.032,0.8559278160023729,0.8889834400767737,0.7693026467107057,0.7914559198439964,0.7945079219568937,0.8198361902121524,
0.036000000000000004,0.8620612111118088,0.8789551491328791,0.7538651790695681,0.7810094492216239,0.788043502322333,0.8094482244005825,
0.04,0.8319481873970703,0.869147988915469,0.7472014933277031,0.770833104773918,0.7942267797633112,0.7993179701291022,
0.044,0.8252265015196723,0.8595547299490061,0.7334299245520787,0.7609165500222982,0.7659520977081634,0.7894359612376737,
0.048,0.8087180852977617,0.8501684544926111,0.7102737250919466,0.7512499692046712,0.759375244441321,0.7797931895563268,
0.052000000000000005,0.8052227864632426,0.8409825399167976,0.7326523931921877,0.7418240348933953,0.7459967326444625,0.7703810775382126,
0.056,0.8028567244886764,0.831990643132706,0.7098293664057482,0.7326298780000609,0.7359909381039527,0.761191452831837,
0.06,0.7919944863070246,0.823186685996901,0.6929480789885086,0.723659059964338,0.7251981707949696,0.7522165246340382,
0.064,0.7793039525357033,0.8145648416211653,0.6799539107820535,0.7149035469435773,0.7071573957206693,0.7434488616798934,
0.07200000000000001,0.7654303545530844,0.7978453635536714,0.6676815658766265,0.6980081819956703,0.7001026614782142,0.7265072824982799,
0.08,0.7646236609963704,0.7817901497105592,0.6627392259771607,0.6818867367280167,0.6729025859502774,0.7103137106125271,
0.088,0.7352666046702043,0.7663604150961827,0.6307813242557828,0.6664872694287483,0.6665785900954072,0.6948197168488384,
0.096,0.7273080417958816,0.7515203364072897,0.6346405435137389,0.651762384612092,0.6544928432015685,0.679980964252998,
0.10400000000000001,0.7020882177506477,0.7372367746289615,0.6015442301040207,0.637668746281082,0.6346498060216585,0.6657567847971444,
0.112,0.7009050837581593,0.7234790282365544,0.5998226250829695,0.6241666524137651,0.624700100319511,0.6521098075634025,
0.12,0.6961997896471993,0.710218613135222,0.5972402955253077,0.6112196618729964,0.6101690904536486,0.6390056312459881,
0.128,0.6891822336805444,0.6974290660174824,0.5717238473229999,0.598794266356374,0.6041261180844706,0.626412534928894,
0.14400000000000002,0.6576974714425853,0.6731657880489069,0.5484698882230932,0.5753871895549948,0.5819565915608488,0.6026445929897739,
0.16,0.6434773727366461,0.6505116481530208,0.5384184775750649,0.5537258257422646,0.5553397054642787,0.5805967826817673,
0.176,0.6272004112853943,0.6293118690045307,0.519079540581202,0.533622118027247,0.5570009686908424,0.5600890932778398,
0.192,0.6017920692719781,0.6094309056213228,0.502461579321574,0.5149140828954941,0.5221522494578226,0.5409657833820732,
0.20800000000000002,0.5961622371845425,0.5907495481538713,0.4908968936314877,0.4974614428836349,0.5195239330997007,0.5230914242663698,
0.224,0.5761715323380862,0.573162533088877,0.477416375546697,0.4811421086385888,0.5039279224428953,0.5063476928368548,
0.24,0.551287382739965,0.5565765617365868,0.46703501525025676,0.4658493236864819,0.4827915943011206,0.4906307536062369,
0.256,0.549784636625567,0.5409086472260052,0.44540529307763815,0.45148933069679875,0.4805426753838655,0.4758491072138172,
0.28800000000000003,0.5149513245964454,0.5120385001723825,0.42571459268445877,0.42524649707962614,0.4546340510514481,0.44877700061067916,
0.32,0.4944793680955553,0.48604689437572046,0.41275742472429233,0.4018583307837367,0.4234209917928677,0.4245855305692308,
0.352,0.4722395221867194,0.4625244250773875,0.3926886082449529,0.38088389709486986,0.402926778002407,0.40283893511602237,
0.384,0.45742716604716777,0.4411358033806139,0.37505644044186837,0.3619686131518408,0.39276499653317265,0.3831851148720605,
0.41600000000000004,0.43794656388447223,0.4216038107703774,0.34926109821331675,0.34482409604539405,0.38066415020101807,0.3653364746627409,
0.448,0.42032111510816816,0.4036972490929895,0.3440573112063781,0.32921340266864235,0.3641926878509169,0.34905579919870966,
0.48,0.4028770987118089,0.3872217715271245,0.32760502729082186,0.3149400501410025,0.35077042406497777,0.33414568435992387,
0.512,0.38763089822511493,0.3720128217354642,0.32094709105320723,0.30183973333639585,0.34250601649686324,0.3204405218782685,
0.5760000000000001,0.36599806012772573,0.34485342270108804,0.29680577486008464,0.2786253444014761,0.3176011395065319,0.29610605345326885,
0.64,0.3466673208425925,0.3213166785639963,0.2773187209832856,0.2586919779472343,0.29835947847268984,0.2751613275910271,
0.704,0.3236226179335151,0.3007251432934984,0.26487344537948654,0.24139231364326244,0.28141559896604007,0.2569464730454662,
0.768,0.3027251718013795,0.2825603283961066,0.25106407573055856,0.22623874691046528,0.26720102823538705,0.2409624010727592,
0.8320000000000001,0.2848123706469169,0.2664186647932444,0.2374353745209162,0.2128569936981356,0.25373104569365457,0.22682464903304092,
0.896,0.26472449849761875,0.25198133659203975,0.23137250900887896,0.20095497979645466,0.23255656146189568,0.21423226091662254,
0.96,0.25717329376092213,0.23899314315910308,0.22072466752411368,0.19030144585974867,0.22268460016067548,0.20294628391589925,
1.024,0.2427453638837823,0.22724738689518886,0.20433629931148206,0.1807109034130257,0.21234161625350884,0.1927745842044222,
1.1520000000000001,0.21276160608892544,0.2068357763474405,0.18456942034534204,0.16414387497108113,0.19476549343445618,0.17517691949916736,
1.28,0.19736428757803584,0.18971018468019862,0.17261520181772644,0.15034154603432617,0.17846469614389557,0.16048965013567998,
1.408,0.18127287582861415,0.17514084816560188,0.15760631293556313,0.13867007273257623,0.1604928633579421,0.14805078844062788,
1.536,0.16505353700795128,0.1625990220593024,0.14741859886068343,0.1286753956479732,0.15358086572553986,0.13738475596510583,
1.6640000000000001,0.15107777038332665,0.15169223357013104,0.1400475520830639,0.12002373014137667,0.14216346631584886,0.12814109650387795,
1.792,0.14445412082987028,0.14212304529466685,0.1354929507025075,0.11246422575731427,0.13320413793492966,0.12005587614499949,
1.92,0.13923670057172288,0.13366193774227142,0.12400356001140873,0.10580472297275774,0.12940263678127356,0.11292654186086032,
2.048,0.1311522194140204,0.12612897547377053,0.11541362597967693,0.09989554376560429,0.1190504475135041,0.10659506471238644,
2.3040000000000003,0.11852493004346021,0.11330318102935087,0.10376498580784162,0.0898784557730787,0.11237935724321274,0.09585008047357636,
2.56,0.1074864039738111,0.10279886506266978,0.09856629034584347,0.08171719521877623,0.10995663632292288,0.08708406716082295,
2.816,0.10369319423296611,0.0940456807049915,0.09290410569326803,0.07494717401264436,0.10238079072175922,0.0798039329961121,
3.072,0.09752469466400004,0.08664548372803099,0.08788230596884154,0.06924639936956109,0.09359145601411702,0.07366731369090015,
3.3280000000000003,0.08885609051136964,0.08031194440304992,0.0805440688557798,0.06438471523775537,0.09042977307325062,0.06842911707322397,
3.584,0.07834270940867684,0.0748339019341425,0.07451535571337338,0.060193278573663904,0.08290401725988648,0.06390930496283952,
3.84,0.07299184053991349,0.07005224115789394,0.07274720268564429,0.05654544656987735,0.07770548390332019,0.059972680781265164,
4.096,0.07179455110474305,0.06584480781166784,0.06963211972431288,0.053344390497117714,0.07436706503500475,0.05651576919692043,
4.6080000000000005,0.06282387425831365,0.05879120084821067,0.060212505029996616,0.04799735840158952,0.0609609000742687,0.05073592032887489,
5.12,0.05542118348042751,0.05312079297764347,0.049317756679546486,0.0437178422443502,0.0549912328506241,0.04610467409362713,
5.632,0.048228660605270375,0.04847196962814173,0.04533551810205267,0.04022307367796919,0.048588124648325,0.042318806151154506,
6.144,0.04825499924310585,0.044598200264877576,0.04549024036814229,0.03732121547484766,0.044355495461012466,0.0391723438857257,
6.656000000000001,0.04683788200817458,0.04132574127086757,0.043422696259506975,0.03487764699618471,0.04173087766839653,0.036520588027163514,
7.168,0.04827818128250831,0.03852869880933098,0.04060944926177742,0.03279519449096319,0.03631919919199394,0.034258986715084185,
7.68,0.046587559221882326,0.03611367449621343,0.03751843467693693,0.031002015086830058,0.0323991730161289,0.03231017306793498,
8.192,0.044069630335269734,0.03400995840801907,0.032766095620339844,0.029443889715040424,0.025866936646320327,0.030615711146308695,
9.216000000000001,0.03708266272119302,0.030530358037950733,0.02518847551390067,0.026875321743565495,0.030841561313221095,0.027819961401794855,
10.24,0.04078126209525164,0.02777885524365449,0.030482994410893936,0.02485251391876897,0.02506907552195193,0.025615902728901026,
11.264,0.040221311948357805,0.025555873812465435,0.03419711765533032,0.02322415469177643,0.027912500621426094,0.023839973761165263,
12.288,0.030875074735442275,0.02372773040880389,0.026448928339408855,0.021889330329667965,0.02576693517451179,0.022382966753425868,
13.312000000000001,0.02118869443274808,0.02220167536621641,0.02342851003439778,0.02077830118509397,0.02565773461648746,0.021169332629162207,
14.336,0.02431704004284128,0.02091144571113904,0.020834706606315277,0.019841421201793247,0.02426699128947225,0.02014523940221783,
15.36,0.019862240658619506,0.01980851202155186,0.01686063003044401,0.01904244990928825,0.01738109007568806,0.019271357270835468,
16.384,0.0157178348058014,0.018856567432578575,0.018563633167547965,0.01835435625862284,0.01894113853309431,0.01851832773984464,
18.432000000000002,0.014693054452009179,0.017301204979207587,0.014742740370644585,0.017233303394694297,0.01604082363587552,0.01729058193475592,
20.48,0.011176174391740804,0.01608947175280753,0.015320157380760105,0.01636291304368497,0.011795896735774027,0.016336520214421772,
22.528,0.017503529519862154,0.015123180247206894,0.017141522285954437,0.015670868544165453,0.006273520050007848,0.015577378463993792,
24.576,0.014456685633616684,0.014337634677816576,0.016512707276092123,0.01510971506218794,0.009458178123994474,0.014961416231443314,
26.624000000000002,0.003988099597966366,0.013688607991054461,0.013709559653753423,0.014647129142283763,0.0094399149080485,0.01445335798414296,
28.672,0.003372639432633827,0.013144923567331272,0.010012252904002105,0.01426039888941563,0.010426358365715866,0.014028396932405835,
30.72,0.006121545395844348,0.012684025482696652,0.007274113811975481,0.013933140205934946,0.01239442124885738,0.013668624398308519,
32.768,0.009096342093142413,0.012289226445691182,0.009909119998195904,0.013653263619377538,0.013213133156770418,0.01336081707197534,
36.864000000000004,0.007467606882471812,0.011650506662731737,0.004405698871268576,0.013201400072257764,0.014502912540309807,0.012863601501253635,
40.96,0.008742569493502354,0.011158703437061955,0.007814796810387905,0.012854310941638598,0.007886976461462466,0.012481444621780267,
45.056,0.004614662696383443,0.01077042393329646,0.0013575375494264438,0.012580837890260193,0.007212434669514716,0.012180188533484683,
49.152,0.0009409425214113506,0.010457490670643853,0.0009314061452137684,0.012360812637935994,0.007139020178137071,0.011937705458241705,
53.248000000000005,0.009609244182287039,0.010200885762295707,0.0027878202813232775,0.012180660359646517,0.011213446142095618,0.011739091318762145,
57.344,0.013692642036935692,0.009987353715130837,0.0069953111121059735,0.012030941980556082,0.011018356262859335,0.011573976512286848,
61.44,0.010747277553886927,0.009807400350802726,0.00028018850565636157,0.011904910980234946,0.006757523889481343,0.011434945515374365,
65.536,0.010470204539228476,0.009654064767650879,-0.0009723242063539239,0.011797630143447509,0.002231061566317283,0.011316568994774383,
73.72800000000001,0.012430980665031503,0.009407656271258724,0.003334657757599633,0.011625450837047434,0.00620151201237189,0.01112652147894817,
81.92,0.013861089130160527,0.00921940757786129,0.0008858255509047344,0.01149410446949209,-0.00017424384695300806,0.010981491375255722,
90.112,0.006446652808144403,0.009071754072053748,0.004564214923456537,0.011391207571321504,-0.0003665277104848544,0.01086784036129515,
98.304,0.006391151775312093,0.008953410809168547,0.0013367403417501758,0.011308820485348424,-0.002004458718431211,0.010776819700694145,
106.49600000000001,0.00008328164190772298,0.008856830067594402,-0.0026569786153742584,0.011241642189856522,-0.004966428127993334,0.010702585635886077,
114.688,-0.003230673950553921,0.00877679215673897,0.0037168013193038664,0.01118601218031625,0.0010504729805110912,0.010641101390538796,
122.88,-0.00014129268071020451,0.008709583979302044,0.0002808374088726795,0.011139329858913966,0.007308587589498663,0.010589498127106797,
131.072,-0.005933452460540593,0.008652499517787378,0.0032913165300525278,0.011099702100320291,0.004619324945900002,0.010545686870171047,
147.45600000000002,0.006394313088752657,0.008561133804454757,0.004784507423865355,0.011036321927104397,0.002515593865855164,0.010475603245786847,
163.84,-0.001781273378493128,0.008491655362336566,-0.0028069412556848412,0.01098816439689008,0.0029464148531887567,0.01042234152111258,
180.224,0.002755033507958324,0.008437366664337673,-0.00145306844542806,0.010950560516668753,0.004393825938827072,0.010380745150774001,
196.608,-0.00036408200141195573,0.008393992991870698,0.0035213764011252737,0.01092053384077131,-0.004119845681942319,0.010347525907674434,
212.99200000000002,0.0016442187034680779,0.008358691052525742,-0.0014543872300644607,0.010896106574876992,-0.0006884137285082283,0.010320498288560295,
229.376,0.0005631637866662838,0.008329503770624767,-0.0000302840110934125,0.010875918517411562,-0.002649825617757333,0.010298158931686296,
245.76,0.0032560668864737596,0.008305044580757143,-0.0034741787784984086,0.010859006672573241,-0.004458055622879558,0.01027944329815642,
262.144,0.006043378009217296,0.008284306541840508,-0.0036097437960591764,0.010844672135276677,-0.0042281287322395,0.01026357866837861,
294.91200000000003,0.0020370480182137214,0.00825118805062488,0.0013203920821048497,0.01082178871307931,0.001985775071608253,0.010238250255893295,
327.68,-0.0026443391239008634,0.00822606692785547,0.0030473281551203516,0.010804438646300395,-0.0020113638004424805,0.010219044364644226,
360.448,0.0013040272880126523,0.008206478353441576,-0.00207175827188952,0.010790914436142449,0.0014019292261358439,0.010204072260243472,
393.216,0.0035499540623416775,0.008190854963585636,0.002319159044269645,0.010780130991042343,0.001090563340902158,0.010192133488852052,
425.98400000000004,0.0024002419991980585,0.008178157436327315,0.0065062887705559696,0.010771369165716036,0.0004263826570754134,0.010182432345027477,
458.752,0.0036042845484213788,0.008167672242337876,-0.0026182841137081126,0.010764135462497755,-0.0008654723745124772,0.010174422733596906,
491.52,0.007433406064791594,0.008158894971837624,0.00019418518014955712,0.010758081149173981,0.0014456479641692653,0.010167718718102169,
524.288,0.0001477737563635043,0.008151460016532707,0.0028994600465214846,0.010752953538962861,-0.004335154447143998,0.010162040631560242,
589.8240000000001,0.002500316058050076,0.008139600278055367,-0.003301846334521555,0.010744775930118302,0.0016865488176404974,0.010152984675438405,
655.36,0.0032848358238411835,0.00813061630411738,-0.003294104646451212,0.010738582620435517,0.00016164574618439428,0.01014612577401408,
720.896,0.0036863154903533078,0.008123618441186567,-0.000022252971944806793,0.010733759354284085,0.001414415576379867,0.010140783916959774,
786.432,-0.0008826858377255573,0.008118042074635916,0.0013978933509487396,0.01072991642678929,-0.0003624605166467753,0.010136527647098421,
851.9680000000001,-0.0019599345152491367,0.008113513413596543,-0.001621887800144649,0.010726795912927464,-0.002629423788778422,0.01013307138656661,
917.504,-0.0006313281587048644,0.008109776186855355,-0.000351929612068966,0.010724221019728176,0.003423170256384844,0.01013021937691708,
983.04,-0.0017140380052164282, ,0.003428446799749238, ,0.000830538584240457, ,
1048.576,-0.0020090697485684195, ,0.0005115522838208431, ,-0.0024659909900445237, ,
1179.6480000000001,-0.003058061394487956, ,0.004061492155181613, ,-0.0019443913106262133, ,
1310.72,-0.0006187164522143762, ,0.003918594967631167, ,0.00041828378224296407, ,
1441.792,0.0013587494213414218, ,0.0004038478433198838, ,-0.0005906205765859032, ,
1572.864,-0.0026412328444992256, ,0.0017969608288618505, ,0.0021032750859088707, ,
1703.9360000000001,0.0010530035007899495, ,-0.0007816762960893044, ,0.0029642053980389856, ,
1835.008,-0.0007512621972261839, ,-0.0011966852162723285, ,0.002734214185263915, ,
1966.08,0.002620210302059555, ,0.0003786150444421885, ,0.0005321509060056891, ,
2097.152,0.0018739402673472836, ,-0.001463902020426282, ,0.0010024316822576883, ,
2359.2960000000003,0.00009497227550785616, ,0.00140249358089521, ,-0.0006510375228345593, ,
2621.44,0.0014298864186041266, ,0.0003050280790567462, ,0.000423586973406912, ,
2883.584,-0.0020240949636183944, ,-0.0009451080910687693, ,0.0015783647025544893, ,
3145.728,-0.0025859288869807566, ,0.00016304254646428288, ,0.0010999468994491218, ,
3407.8720000000003,0.0005622953848774544, ,-0.000722201721821821, ,0.0015604970866883727, ,
3670.016,-0.0019305035284377051, ,0.0005411091631743016, ,0.00021504016508542504, ,
3932.16,-0.00028525154394324395, ,-0.000414719312636506, ,-0.001498050435508717, ,
4194.304,-0.0008439649085401104, ,-0.0007811763115697962, ,0.0014088205878291123, ,
4718.592000000001,-0.002229107274349359, ,-0.0003679654562033479, ,0.0004632308972181858, ,
5242.88,-0.002519978201173707, ,-0.000383735437091864, ,0.0007443655369134356, ,
5767.168,0.0008291047905071516, ,-0.0009513743695594934, ,-0.0002051487075056061, ,
6291.456,0.0020864728246743477, ,0.00019694362516990674, ,-0.0005917437156801947, ,
6815.744000000001,-0.00024547078753723434, ,0.001135780646914658, ,0.0009716776113852533, ,
7340.032,-0.0013052136845609012, ,0.000333719491151404, ,0.0005273344693778721, ,
7864.32,-0.0018281947065552392, ,0.0015014611878801725, ,-0.0005744422095844715, ,
8388.608,-0.0013740353818039097, ,-0.0003508539657506896, ,-0.0006891317478142205, ,
9437.184000000001,0.000023067097365672, ,-0.0007670419391034299, ,-0.0003563407409880991, ,
10485.76,0.0022716874182005754, ,-0.001314761544929177, ,-0.0026647721287046022, ,
11534.336,0.0007244593859417289, ,-0.0007298404188668855, ,-0.0012320889466444667, ,
12582.912,0.0032702359872873415, ,-0.0007605654062620528, ,-0.001441128289525284, ,
13631.488000000001,-0.0004603696425735662, ,-0.002760887125903244, ,0.00010437105530750708, ,
14680.064,-0.004155525343167023, ,-0.0007370146118051568, ,-0.0024057494441660035, ,
15728.64,0.00012295439826123903, ,-0.0016290088289566637, ,-0.001067937691729567, ,
16777.216,-0.003603397814846876, ,-0.0033457812423363397, ,-0.0008460722150938985, ,
