Time (ms),2022-04-25_multipletau_0cd20_0dot069-0dot1_1612_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1612_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1615_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1615_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1620_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1620_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1640_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1640_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1643_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1643_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1648_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1648_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1657_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1657_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1661_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1661_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1666_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1666_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1670_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1670_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1680_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1680_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1684_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1684_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1685_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1685_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1689_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1689_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1693_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1693_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1694_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1694_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1695_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1695_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-0dot1_1699_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-0dot1_1699_correlation-CH1_1 fitted model: ,
1.0,0.0738060474395752, ,0.087042436003685, ,0.0900963619351387, ,0.09733365476131439, ,0.1111404150724411, ,0.2593039870262146, ,0.09511658549308777, ,0.12122569978237152, ,0.11107508093118668, ,0.0645499899983406, ,0.08926667273044586, ,0.1002025157213211, ,0.2460535764694214, ,0.08673542737960815, ,0.08285567164421082, ,0.08482065796852112, ,0.15179531276226044, ,0.07213062047958374, ,
2.0,0.07299228012561798, ,0.08612155169248581, ,0.08918251842260361, ,0.09451808780431747, ,0.1104360967874527, ,0.2533702254295349, ,0.0937785804271698, ,0.12052073329687119, ,0.10989663004875183, ,0.06404483318328857, ,0.0885801762342453, ,0.09884743392467499, ,0.2405400574207306, ,0.08533675223588943, ,0.08230052143335342, ,0.08417046815156937, ,0.14798419177532196, ,0.07161929458379745, ,
3.0,0.07218334823846817, ,0.08524245768785477, ,0.08830907940864563, ,0.09162884205579758, ,0.1097724512219429, ,0.24797439575195312, ,0.09248091280460358, ,0.11985674500465393, ,0.10900680720806122, ,0.06356637924909592, ,0.08797551691532135, ,0.09772788733243942, ,0.23527556657791138, ,0.08408492058515549, ,0.0817989781498909, ,0.0835619792342186, ,0.144404336810112, ,0.07112658768892288, ,
4.0,0.07140980660915375, ,0.08445350080728531, ,0.08747657388448715, ,0.0902511402964592, ,0.10914256423711777, ,0.24267715215682983, ,0.09148488938808441, ,0.11921393871307373, ,0.10819082707166672, ,0.063093401491642, ,0.08744096755981445, ,0.09660275280475616, ,0.2298065721988678, ,0.08294162154197693, ,0.08130431920289993, ,0.0829605683684349, ,0.14098875224590302, ,0.07063569128513336, ,
5.0,0.07073090970516205, ,0.08375287055969238, ,0.08667979389429092, ,0.08909657597541809, ,0.10854661464691162, ,0.23795245587825775, ,0.09048587083816528, ,0.11857925355434418, ,0.10728716850280762, ,0.06264300644397736, ,0.08695363253355026, ,0.09569387137889862, ,0.22454844415187836, ,0.08156227320432663, ,0.08081140369176865, ,0.08238017559051514, ,0.13757914304733276, ,0.07015707343816757, ,
6.0,0.07007084041833878, ,0.08308438956737518, ,0.08583419770002365, ,0.08787239342927933, ,0.10799813270568848, ,0.23349697887897491, ,0.08946370333433151, ,0.11798782646656036, ,0.10674615204334259, ,0.062205757945775986, ,0.08649645745754242, ,0.09487014263868332, ,0.21932268142700195, ,0.08022422343492508, ,0.08033303171396255, ,0.08182081580162048, ,0.13416805863380432, ,0.06967771798372269, ,
7.0,0.0694587454199791, ,0.08246050029993057, ,0.08499826490879059, ,0.08675021678209305, ,0.10745446383953094, ,0.22940926253795624, ,0.08858606964349747, ,0.11743704974651337, ,0.10623818635940552, ,0.06177235394716263, ,0.08598576486110687, ,0.09407709538936615, ,0.2153896987438202, ,0.07912462949752808, ,0.07987762242555618, ,0.08127237856388092, ,0.13084359467029572, ,0.06919804215431213, ,
8.0,0.06886738538742065, ,0.08172869682312012, ,0.08418726176023483, ,0.0856400579214096, ,0.10692119598388672, ,0.22594834864139557, ,0.08789350837469101, ,0.1168580874800682, ,0.10560346394777298, ,0.06134379655122757, ,0.08549287915229797, ,0.093173086643219, ,0.21193069219589233, ,0.07823535054922104, ,0.0794299766421318, ,0.0807703360915184, ,0.12765559554100037, ,0.06872421503067017, ,
9.0,0.06828437745571136, ,0.08101025968790054, ,0.08340428024530411, ,0.08453542739152908, ,0.10637693107128143, ,0.2229435294866562, ,0.0872146487236023, ,0.11629793047904968, ,0.10505550354719162, ,0.06093594804406166, ,0.08501981198787689, ,0.09221678972244263, ,0.20834806561470032, ,0.0773528441786766, ,0.07900132983922958, ,0.08023452013731003, ,0.12442321330308914, ,0.0682530403137207, ,
10.0,0.06777071207761765, ,0.08031608164310455, ,0.08259919285774231, ,0.08349385112524033, ,0.10586926341056824, ,0.2196185290813446, ,0.08661304414272308, ,0.11576934903860092, ,0.10452793538570404, ,0.06054652854800224, ,0.08456000685691833, ,0.09138840436935425, ,0.20502492785453796, ,0.07656577974557877, ,0.07859733700752258, ,0.07970650494098663, ,0.12154707312583923, ,0.06780393421649933, ,
11.0,0.06717436760663986, ,0.07968973368406296, ,0.08183188736438751, ,0.08236823230981827, ,0.10536240041255951, ,0.21638956665992737, ,0.08599565923213959, ,0.11526746302843094, ,0.1041344627737999, ,0.06016374006867409, ,0.08404756337404251, ,0.09046797454357147, ,0.2014029324054718, ,0.07579127699136734, ,0.07818260043859482, ,0.07916372269392014, ,0.11903290450572968, ,0.06736739724874496, ,
12.0,0.06661111861467361, ,0.07905064523220062, ,0.08108076453208923, ,0.08133532851934433, ,0.10482421517372131, ,0.21309596300125122, ,0.08535522222518921, ,0.11474428325891495, ,0.10364138334989548, ,0.05979055538773537, ,0.08353571593761444, ,0.08956635743379593, ,0.19828613102436066, ,0.07496031373739243, ,0.07774890959262848, ,0.07865267246961594, ,0.1168191060423851, ,0.06692764163017273, ,
13.0,0.06613551080226898, ,0.0783914178609848, ,0.08034978806972504, ,0.08029989898204803, ,0.10426285862922668, ,0.20947396755218506, ,0.08465950191020966, ,0.11422601342201233, ,0.10285580158233643, ,0.05941753461956978, ,0.08308126777410507, ,0.08882284164428711, ,0.19440202414989471, ,0.07420893013477325, ,0.07732567191123962, ,0.07815305143594742, ,0.11484967172145844, ,0.06650322675704956, ,
14.0,0.06566398590803146, ,0.07783540338277817, ,0.07963590323925018, ,0.07930826395750046, ,0.10374502837657928, ,0.2063358873128891, ,0.08395393192768097, ,0.11370518058538437, ,0.10197204351425171, ,0.0590425506234169, ,0.08261821419000626, ,0.08800529688596725, ,0.19007189571857452, ,0.07347072660923004, ,0.07692041248083115, ,0.07765340059995651, ,0.11327910423278809, ,0.06608273833990097, ,
15.0,0.06517250835895538, ,0.07716861367225647, ,0.07893542945384979, ,0.07826253026723862, ,0.10321253538131714, ,0.2035498023033142, ,0.08332622051239014, ,0.11318033188581467, ,0.10108084231615067, ,0.058662861585617065, ,0.08218316733837128, ,0.08720069378614426, ,0.1861085146665573, ,0.07260804623365402, ,0.07650639861822128, ,0.07715985178947449, ,0.1118527501821518, ,0.06566169857978821, ,
16.0,0.06468229740858078, ,0.07653233408927917, ,0.07825062423944473, ,0.07725926488637924, ,0.10270128399133682, ,0.20093490183353424, ,0.082724429666996, ,0.11263534426689148, ,0.10021904855966568, ,0.058292534202337265, ,0.08178085088729858, ,0.08646433055400848, ,0.18250709772109985, ,0.07187538594007492, ,0.0760866180062294, ,0.07665883749723434, ,0.11051896214485168, ,0.06524796038866043, ,
18.0,0.06391459703445435, ,0.07532650232315063, ,0.07691110670566559, ,0.07526275515556335, ,0.10172106325626373, ,0.19597992300987244, ,0.08150798827409744, ,0.11156665533781052, ,0.09894219785928726, ,0.05753765627741814, ,0.08088413625955582, ,0.08509930968284607, ,0.1761481910943985, ,0.07068457454442978, ,0.07523642480373383, ,0.07563546299934387, ,0.10889218747615814, ,0.06442813575267792, ,
20.0,0.06313735991716385, ,0.07419294863939285, ,0.07566267997026443, ,0.07332439720630646, ,0.10080523788928986, ,0.19167114794254303, ,0.08053535223007202, ,0.11059752851724625, ,0.097816102206707, ,0.056790731847286224, ,0.07997380942106247, ,0.08359716832637787, ,0.17009972035884857, ,0.06949380040168762, ,0.07441065460443497, ,0.07463157176971436, ,0.10704021900892258, ,0.06360747665166855, ,
22.0,0.062238384038209915, ,0.07302842289209366, ,0.07456555217504501, ,0.07154078036546707, ,0.09990006685256958, ,0.18595124781131744, ,0.07957405596971512, ,0.10970194637775421, ,0.09645162522792816, ,0.05606283247470856, ,0.07909680902957916, ,0.08212403953075409, ,0.16360239684581757, ,0.06836817413568497, ,0.0736146941781044, ,0.07364889234304428, ,0.10464674234390259, ,0.06282725930213928, ,
24.0,0.06147636100649834, ,0.07203839719295502, ,0.07348451018333435, ,0.06991641968488693, ,0.09902885556221008, ,0.1799675077199936, ,0.07853765785694122, ,0.10890257358551025, ,0.09495623409748077, ,0.05532977357506752, ,0.07825899124145508, ,0.08077654242515564, ,0.15619692206382751, ,0.06746900826692581, ,0.07286883890628815, ,0.072645403444767, ,0.10264728218317032, ,0.06206373870372772, ,
26.0,0.06065811589360237, ,0.07112425565719604, ,0.07243606448173523, ,0.06835243105888367, ,0.09816218167543411, ,0.17340710759162903, ,0.07756111770868301, ,0.10816125571727753, ,0.09338845312595367, ,0.054602451622486115, ,0.07750692963600159, ,0.07956977933645248, ,0.14809729158878326, ,0.06658309698104858, ,0.07215699553489685, ,0.0715891420841217, ,0.1008787453174591, ,0.06132021173834801, ,
28.0,0.059725321829319, ,0.07034764438867569, ,0.0715143233537674, ,0.06682831794023514, ,0.09725703299045563, ,0.16769511997699738, ,0.07661443948745728, ,0.10746090859174728, ,0.09161289036273956, ,0.053921569138765335, ,0.07672084122896194, ,0.07835137099027634, ,0.14035004377365112, ,0.06596092134714127, ,0.07144639641046524, ,0.07053955644369125, ,0.09904415160417557, ,0.06058572232723236, ,
30.0,0.058759741485118866, ,0.06953234225511551, ,0.07063055783510208, ,0.06543509662151337, ,0.09637252986431122, ,0.16296833753585815, ,0.07562581449747086, ,0.10676277428865433, ,0.08987800776958466, ,0.053276605904102325, ,0.07601507753133774, ,0.07730943709611893, ,0.13442043960094452, ,0.06535536050796509, ,0.07075928896665573, ,0.06958896666765213, ,0.0969853550195694, ,0.05985358729958534, ,
32.0,0.05781104788184166, ,0.06878627836704254, ,0.06981345266103745, ,0.06395253539085388, ,0.09554233402013779, ,0.1571521908044815, ,0.07446426898241043, ,0.10609632730484009, ,0.08831053972244263, ,0.05266834795475006, ,0.07534542679786682, ,0.07649701833724976, ,0.1297948956489563, ,0.06494264304637909, ,0.07009636610746384, ,0.06873200088739395, ,0.09414151310920715, ,0.05911875516176224, ,
36.0,0.05599428340792656, ,0.06730160862207413, ,0.06836345046758652, ,0.06138188764452934, ,0.09383926540613174, ,0.1433149129152298, ,0.07264528423547745, ,0.1047547459602356, ,0.08543960005044937, ,0.051527705043554306, ,0.07415491342544556, ,0.07493235915899277, ,0.12048153579235077, ,0.06372429430484772, ,0.06880703568458557, ,0.06711477041244507, ,0.08767567574977875, ,0.05774805322289467, ,
40.0,0.054419368505477905, ,0.0660296082496643, ,0.06707759201526642, ,0.059269823133945465, ,0.09230251610279083, ,0.13390502333641052, ,0.07077527046203613, ,0.10350248962640762, ,0.08228077739477158, ,0.050400715321302414, ,0.0729857012629509, ,0.07334775477647781, ,0.11281503736972809, ,0.06203214451670647, ,0.06759684532880783, ,0.06550990045070648, ,0.08095390349626541, ,0.05644050985574722, ,
44.0,0.05332792550325394, ,0.06481734663248062, ,0.0656590685248375, ,0.057419560849666595, ,0.090804323554039, ,0.12718617916107178, ,0.06894518435001373, ,0.10222432017326355, ,0.07891895622015, ,0.049357619136571884, ,0.07195304334163666, ,0.07186844944953918, ,0.10380803048610687, ,0.06015867739915848, ,0.06641039252281189, ,0.06397642195224762, ,0.0751228854060173, ,0.05520519241690636, ,
48.0,0.05220617353916168, ,0.06358547508716583, ,0.06412266939878464, ,0.05616134777665138, ,0.08940459787845612, ,0.11961954087018967, ,0.06724242866039276, ,0.10098317265510559, ,0.0755675882101059, ,0.04835012927651405, ,0.07085663825273514, ,0.07031989842653275, ,0.09522516280412674, ,0.058740291744470596, ,0.06526479125022888, ,0.06254179030656815, ,0.07078757137060165, ,0.053932853043079376, ,
52.0,0.05087210610508919, ,0.06225896254181862, ,0.06266392767429352, ,0.05474386736750603, ,0.08807498216629028, ,0.11255159229040146, ,0.06590349972248077, ,0.09973841905593872, ,0.0717446580529213, ,0.04731213301420212, ,0.06973771005868912, ,0.0689413845539093, ,0.08919793367385864, ,0.057729996740818024, ,0.06418397277593613, ,0.061336275190114975, ,0.06685269623994827, ,0.052655179053545, ,
56.0,0.0496232695877552, ,0.06075793504714966, ,0.06136728450655937, ,0.05340311676263809, ,0.08676184713840485, ,0.10412520170211792, ,0.06472036242485046, ,0.09850195050239563, ,0.06845875829458237, ,0.04636480659246445, ,0.06870302557945251, ,0.06738796085119247, ,0.08366353809833527, ,0.05646469444036484, ,0.06318806111812592, ,0.060338422656059265, ,0.0633358284831047, ,0.05150587111711502, ,
60.0,0.04882761836051941, ,0.05936885252594948, ,0.0600605271756649, ,0.052374280989170074, ,0.08545016497373581, ,0.09582200646400452, ,0.0633978471159935, ,0.09727207571268082, ,0.0655534416437149, ,0.0454372763633728, ,0.0677785724401474, ,0.06564044207334518, ,0.07860158383846283, ,0.05501408874988556, ,0.06230071559548378, ,0.059353869408369064, ,0.061555370688438416, ,0.05042664334177971, ,
64.0,0.047968845814466476, ,0.057896871119737625, ,0.05892384797334671, ,0.051725346595048904, ,0.08424902707338333, ,0.08833063393831253, ,0.061597879976034164, ,0.0960182175040245, ,0.06224178150296211, ,0.044427432119846344, ,0.06689682602882385, ,0.06404278427362442, ,0.07430574297904968, ,0.05358874797821045, ,0.061412155628204346, ,0.05842578038573265, ,0.060273677110672, ,0.049479108303785324, ,
72.0,0.04607724770903587, ,0.05500778555870056, ,0.05681825056672096, ,0.050663068890571594, ,0.08205374330282211, ,0.07931177318096161, ,0.0588068887591362, ,0.09369651973247528, ,0.055757924914360046, ,0.042597126215696335, ,0.06481440365314484, ,0.06136979162693024, ,0.06860992312431335, ,0.05020564794540405, ,0.05978048965334892, ,0.05678503215312958, ,0.05714991316199303, ,0.04770451411604881, ,
80.0,0.044394176453351974, ,0.05244613066315651, ,0.05480270832777023, ,0.04925188049674034, ,0.0800766795873642, ,0.07181929796934128, ,0.05668725445866585, ,0.0914955884218216, ,0.04945856332778931, ,0.04081214964389801, ,0.06293181329965591, ,0.05959739163517952, ,0.0661877915263176, ,0.04742395505309105, ,0.05848788470029831, ,0.05519236624240875, ,0.0524589903652668, ,0.04602324590086937, ,
88.0,0.042695414274930954, ,0.05058518797159195, ,0.053015779703855515, ,0.04657093062996864, ,0.07794857025146484, ,0.06656861305236816, ,0.05459979176521301, ,0.08926742523908615, ,0.04383612051606178, ,0.03924096003174782, ,0.06119315326213837, ,0.058473534882068634, ,0.06860180199146271, ,0.04465889185667038, ,0.05717772990465164, ,0.053890299052000046, ,0.04753825441002846, ,0.04445116966962814, ,
96.0,0.04091772064566612, ,0.049079544842243195, ,0.05117758363485336, ,0.04293493553996086, ,0.07584752887487411, ,0.06605282425880432, ,0.05279872938990593, ,0.08700866252183914, ,0.03901952877640724, ,0.037693463265895844, ,0.0596291646361351, ,0.05765901505947113, ,0.07294987142086029, ,0.04141683131456375, ,0.05602927505970001, ,0.05272772163152695, ,0.04547290876507759, ,0.043136656284332275, ,
104.0,0.03944745287299156, ,0.04794163629412651, ,0.04921764135360718, ,0.03963175415992737, ,0.07400497794151306, ,0.07088310271501541, ,0.05122748762369156, ,0.08455504477024078, ,0.034697238355875015, ,0.03615807741880417, ,0.05820753052830696, ,0.05697520077228546, ,0.0747760534286499, ,0.03847919777035713, ,0.05486990883946419, ,0.051500506699085236, ,0.04968789592385292, ,0.042038872838020325, ,
112.0,0.03787411376833916, ,0.047170404344797134, ,0.04724102467298508, ,0.03644080087542534, ,0.07241344451904297, ,0.07438129931688309, ,0.05001689866185188, ,0.08218616247177124, ,0.030546778813004494, ,0.03484424948692322, ,0.05707722529768944, ,0.0552673377096653, ,0.07510264962911606, ,0.03698524087667465, ,0.05371813103556633, ,0.049932681024074554, ,0.05232665315270424, ,0.04107110574841499, ,
120.0,0.03587251156568527, ,0.04656613990664482, ,0.04551222175359726, ,0.03356252238154411, ,0.0709151029586792, ,0.08166816085577011, ,0.048506151884794235, ,0.0798063725233078, ,0.026890501379966736, ,0.03340412303805351, ,0.0561133548617363, ,0.05302402377128601, ,0.07413353770971298, ,0.03666731342673302, ,0.052549589425325394, ,0.04839003458619118, ,0.04933976009488106, ,0.04014693945646286, ,
128.0,0.03423670679330826, ,0.04603026434779167, ,0.04360239580273628, ,0.03197433054447174, ,0.06976214796304703, ,0.0918649360537529, ,0.04723198711872101, ,0.07731369137763977, ,0.024153249338269234, ,0.03199475258588791, ,0.05494537204504013, ,0.05029283091425896, ,0.07115532457828522, ,0.03582264482975006, ,0.05135462060570717, ,0.046852514147758484, ,0.04853885993361473, ,0.03925231471657753, ,
144.0,0.030990272760391235, ,0.04450772702693939, ,0.03900037333369255, ,0.03187032416462898, ,0.06856681406497955, ,0.09870266169309616, ,0.04434943199157715, ,0.0723269134759903, ,0.020069673657417297, ,0.029727794229984283, ,0.052340175956487656, ,0.04699307680130005, ,0.07152428478002548, ,0.03193708881735802, ,0.04939737170934677, ,0.04413949325680733, ,0.04824090749025345, ,0.03791907802224159, ,
160.0,0.028297800570726395, ,0.04285738989710808, ,0.03546939790248871, ,0.031168557703495026, ,0.06798499077558517, ,0.10591518133878708, ,0.04206818714737892, ,0.06774040311574936, ,0.016638441011309624, ,0.02705197036266327, ,0.04983963072299957, ,0.04371742531657219, ,0.07866957783699036, ,0.02821856178343296, ,0.048035431653261185, ,0.04176926985383034, ,0.04076409712433815, ,0.03676020726561546, ,
176.0,0.02611033245921135, ,0.04228197783231735, ,0.03211459144949913, ,0.02894090674817562, ,0.06710588932037354, ,0.1011248454451561, ,0.039294205605983734, ,0.06389008462429047, ,0.013728202320635319, ,0.024481575936079025, ,0.0475817508995533, ,0.03975573554635048, ,0.07818757742643356, ,0.02535722404718399, ,0.04704371839761734, ,0.0403035543859005, ,0.03915322944521904, ,0.035651784390211105, ,
192.0,0.024341383948922157, ,0.040887508541345596, ,0.029169099405407906, ,0.026399271562695503, ,0.06580054014921188, ,0.08629560470581055, ,0.035011790692806244, ,0.06037110462784767, ,0.011599484831094742, ,0.022413011640310287, ,0.04560205712914467, ,0.035838060081005096, ,0.06612033396959305, ,0.023092947900295258, ,0.045818641781806946, ,0.03925634175539017, ,0.03866279497742653, ,0.03498832881450653, ,
208.0,0.02277444861829281, ,0.039655901491642, ,0.02659646049141884, ,0.025795113295316696, ,0.0641615241765976, ,0.07064269483089447, ,0.031224403530359268, ,0.0564422570168972, ,0.010415279306471348, ,0.02051464468240738, ,0.04386897012591362, ,0.03235388919711113, ,0.05683173984289169, ,0.021256761625409126, ,0.04482772946357727, ,0.03776178136467934, ,0.036154214292764664, ,0.034728918224573135, ,
224.0,0.021113602444529533, ,0.03828266263008118, ,0.024019213393330574, ,0.028163384646177292, ,0.06279033422470093, ,0.05867515876889229, ,0.02736252173781395, ,0.05263856053352356, ,0.010280822403728962, ,0.01876930333673954, ,0.04240116477012634, ,0.029120920225977898, ,0.05362365394830704, ,0.020306456834077835, ,0.04374833032488823, ,0.036350321024656296, ,0.03649414703249931, ,0.034707989543676376, ,
240.0,0.01915747858583927, ,0.03814234957098961, ,0.02137811854481697, ,0.03074312023818493, ,0.06146332249045372, ,0.05714976042509079, ,0.02314385026693344, ,0.04896708205342293, ,0.010617436841130257, ,0.01714213192462921, ,0.041008636355400085, ,0.02568701095879078, ,0.04833575710654259, ,0.019033042713999748, ,0.042843595147132874, ,0.03481489419937134, ,0.03263363242149353, ,0.0350198969244957, ,
256.0,0.017270706593990326, ,0.038216039538383484, ,0.01849132962524891, ,0.03175903484225273, ,0.06017361581325531, ,0.05953638628125191, ,0.019066819921135902, ,0.04529036208987236, ,0.011788864620029926, ,0.01510616485029459, ,0.040035903453826904, ,0.02319915033876896, ,0.03711172193288803, ,0.01932240091264248, ,0.042052023112773895, ,0.03292084112763405, ,0.031994208693504333, ,0.03540140017867088, ,
288.0,0.01401718519628048, ,0.036074601113796234, ,0.011777810752391815, ,0.028268638998270035, ,0.05734756961464882, ,0.053061939775943756, ,0.01366778276860714, ,0.03963164985179901, ,0.015084532089531422, ,0.011277636513113976, ,0.03931652754545212, ,0.020043974742293358, ,0.0329146683216095, ,0.018221283331513405, ,0.04041769728064537, ,0.02861086092889309, ,0.025031961500644684, ,0.035321373492479324, ,
320.0,0.009934065863490105, ,0.036675576120615005, ,0.0063242982141673565, ,0.027143901214003563, ,0.05558415874838829, ,0.04129143804311752, ,0.01043232623487711, ,0.03520405665040016, ,0.017437033355236053, ,0.009732328355312347, ,0.0388779379427433, ,0.014869670383632183, ,0.06771992146968842, ,0.016052864491939545, ,0.03769940510392189, ,0.024392131716012955, ,0.02162942849099636, ,0.034281499683856964, ,
