Time (ms),1-25,1-25 fitted model: ,26-50,26-50 fitted model: ,51-75,51-75 fitted model: ,76-100,76-100 fitted model: ,101-125,101-125 fitted model: ,126-150,126-150 fitted model: ,151-175,151-175 fitted model: ,176-200,176-200 fitted model: ,201-225,201-225 fitted model: ,226-250,226-250 fitted model: ,
0.049146,0.8298472879697159,0.8252849504545163,0.9669300541671373,0.9561280175540815,0.8275784741137183,0.8233785291321072,1.0150735383735985,1.0083714696377957,1.0069293131627197,0.9978684354493184,1.0004238082254804,0.9958616544155091,1.016970275594209,1.010570402252358,0.9591873850950566,0.9487453736695983,0.9331754796537244,0.9241072561428441,0.8804809387658102,0.877871648703491,
0.057338,0.8091240503070299,0.8030669901794745,0.9451566645640432,0.9331017832279155,0.8071576350990749,0.7988906044896738,0.9895836322233051,0.9803009674442056,0.9817901078849668,0.9686069464728417,0.9771806544862508,0.9676465665545264,0.9940228373891682,0.9828644894856252,0.9333356981087162,0.9217458270878319,0.9120497218358065,0.8974349569243002,0.8615804317366199,0.8515681445403936,
0.06553,0.7915831586076085,0.7833166028885107,0.9274625046637693,0.9129111587189491,0.7889358501435357,0.7772403145281915,0.968190249178955,0.9555393877958663,0.9576791070625806,0.9427956250671716,0.9557000600313379,0.9427605441852142,0.9727451593592623,0.958449504081566,0.9148424196620728,0.8979637407922051,0.8875302573952094,0.8740212533177341,0.8386072784131868,0.8282953781784613,
0.073722,0.7758717303568247,0.765594825889522,0.9124205740049258,0.8950364768383839,0.7716974684103275,0.7579183802489833,0.9480189933478438,0.9334882581034694,0.9340930311796503,0.919811527379992,0.934030008460576,0.9206017480688017,0.9556990304909655,0.9367288253334604,0.8943256177522317,0.876815894045956,0.8683282986832797,0.8532717553157322,0.8182847230755744,0.8075106861425693,
0.081914,0.7606272206573204,0.7495483225064851,0.8960787274899409,0.8790586013833666,0.7543935561881188,0.7405154471229749,0.9305760612384932,0.9136659829145841,0.9137857832130121,0.8991537773900106,0.9171750563914095,0.9006860324090024,0.93514016044558,0.9172222546727897,0.8746540455467127,0.8578331102209444,0.85555233778966,0.8347082793253875,0.8002229312081742,0.7887779546541624,
0.090106,0.7451995933928198,0.7348923049026974,0.8818064901695318,0.8646392785290724,0.7382968243270587,0.7247020199803973,0.9111145287317697,0.8956846040061517,0.8978810857506345,0.8804191528349139,0.9010796461654006,0.8826234899751793,0.9161872745119589,0.8995429097849386,0.8573429688769336,0.8406375489384665,0.8387288830664288,0.8179457556258998,0.7883505177423694,0.7717461826088865,
0.098298,0.7329688919285374,0.7213968954525635,0.8679716023827049,0.8515053447038072,0.7254085519284375,0.710212470546574,0.9008786383865397,0.8792312185688974,0.8797414819670837,0.863282600226637,0.885524984094529,0.8660997114551879,0.902161728245408,0.883378738841101,0.8435748722512194,0.8249245568240242,0.8210712669670147,0.802673759098933,0.7731249224717226,0.7561324069361538,
0.114682,0.7076296883147067,0.697179743201194,0.8410422823043802,0.828252758259616,0.6985320009502992,0.684387883170967,0.8627883130263889,0.8499458844854322,0.8476310503457278,0.8328041194721346,0.8505897324904281,0.8367014176485909,0.866927506360343,0.8546360442712484,0.8106388311208772,0.797009435261953,0.7911677010142479,0.7756471569473273,0.7411247784501205,0.7282882916481498,
0.131066,0.6849285853988601,0.6757931583621789,0.8186404399983275,0.8079933003885116,0.6717612173970308,0.6617697097192248,0.8343993457531529,0.8243126533158547,0.8198581043053284,0.8061633532623318,0.8239647528108571,0.8109868862138402,0.8368868369661852,0.8295012890119104,0.7842867351315372,0.7726308492844406,0.7632688759952143,0.7521455556468982,0.7153122121129255,0.7038900873750179,
0.14745,0.6612526515472116,0.656506558474285,0.7969159900571013,0.7898678323501519,0.6489822832070399,0.6415176645392642,0.807030075233023,0.8013448631253879,0.7870227513274624,0.7823349803392634,0.7955495601754794,0.7879647026542652,0.813352322618278,0.8069913702998149,0.7610656442087833,0.7508293003809507,0.7361972722382475,0.7311939245909482,0.6884590644743314,0.6820416042413995,
0.163834,0.6427733300348889,0.6388306790495579,0.7761130392557709,0.7733085538432949,0.6294309746812441,0.6230700066008936,0.7828867704893813,0.7803860646529287,0.763410571992804,0.7606356569930375,0.7732653063106443,0.766974876630044,0.7885033182066915,0.7864529612069991,0.733590871027019,0.7309667565332325,0.7136236547436379,0.7121455524223888,0.6655197711622648,0.6621429394117645,
0.180218,0.6254033570440086,0.6224329687788906,0.7586668813705656,0.7579372686856877,0.6088786916779161,0.6060455277732827,0.7622472169052247,0.7609940379456264,0.7426397767215447,0.7406036944795937,0.7494326447082655,0.7475723481555073,0.7659386089225374,0.7674467195525415,0.7105530721354928,0.7126136433155597,0.6948210696790013,0.6945666007079302,0.6450487261702481,0.6437862161143139,
0.196602,0.6091116915136532,0.6070831680302464,0.7404953509279042,0.7434994321534079,0.591835914731675,0.5901806732028797,0.740837635210586,0.742866115394285,0.7198391885245475,0.7219217586150775,0.727923369626554,0.7294520463525895,0.7470754042857297,0.7496726818253865,0.6916660843058382,0.6954761223267719,0.674747758269108,0.6781617611270204,0.6242648535402766,0.6266887391534445,
0.22937,0.5785346654980862,0.5789195824479471,0.7105299135384269,0.7167824028434807,0.5597847934362083,0.5612355367847499,0.7028492440992135,0.7096176572416483,0.6809784873135406,0.6877793839005092,0.6905320837163395,0.6962650180067231,0.710420013772943,0.7170463317704658,0.6590028132442378,0.6640864361132219,0.6401870688848907,0.6481150396866643,0.5909196586677722,0.5955240295333736,
0.262138,0.5500713210395238,0.5534864967854233,0.6823085769706122,0.6923024416837567,0.5313450707735057,0.5352615209638303,0.6697016411881979,0.6795590917186259,0.647589579275325,0.6570581744809844,0.6576169267353111,0.6663179231141059,0.6778529952440663,0.6875108050600651,0.6235123414052247,0.6357493802571885,0.6091364514703123,0.6209688482028994,0.5615768560763581,0.5675971287224334,
0.294906,0.5242364283354521,0.5302811009181678,0.656386543213469,0.6696092229476036,0.5044129013690914,0.5116880226805722,0.639582090347707,0.6520768309846993,0.6153874046024004,0.6290957806369146,0.6279253790440378,0.638985665471953,0.6468911113452552,0.6604684237580035,0.5957895812120308,0.609871364217566,0.5811577287689086,0.5961467770857015,0.5345744065505496,0.5422868732092192,
0.327674,0.5012864110926458,0.5089689827483594,0.6320718034456297,0.6484343870317709,0.4825012445937243,0.4901379398440475,0.6133000261285971,0.6267765203832092,0.5894131094702456,0.6034611724284555,0.6007277294423645,0.6138646235768149,0.6235348704579193,0.6355382497892638,0.5687348805244792,0.5860717234974341,0.5571451299716178,0.5732855624531704,0.5099863743766195,0.5191803733750179,
0.360442,0.48070628478213734,0.489304274066339,0.6114342775190673,0.6285958760309974,0.4619296929040745,0.47033607614021067,0.5901739736288796,0.6033750957205156,0.5635255285084615,0.5798427980050676,0.577142126631734,0.5906643277840194,0.5963063561502464,0.6124483960419533,0.5483071015076061,0.5640778382783537,0.5368450178292759,0.5521283666523208,0.48872807169136656,0.49797532756860785,
0.39321,0.46215109911491176,0.4710931359062186,0.5905816214648459,0.6099561340466009,0.4427787682197291,0.45206714996540426,0.566707057987935,0.5816523150050448,0.5401462265200628,0.5579978871362156,0.5542500899495483,0.5691586561241879,0.5758887963028597,0.5909878801961249,0.5271712574057318,0.5436780399202756,0.5159268198004039,0.5324772220279751,0.4684601101725764,0.47843500632177344,
0.458746,0.4309823294911302,0.4384177639559884,0.55983070880697,0.5758422364569112,0.4095065591502792,0.419452567058769,0.5296513675561729,0.5425491085900936,0.5049933698020497,0.5188663380752252,0.5135899699829877,0.5305199930561906,0.5403227984009756,0.5522906238524411,0.49363456447416243,0.5069956159607536,0.4819293294814859,0.4970729562288855,0.4362498488535666,0.44360621582612475,
0.524282,0.4028712247442003,0.40993035734612404,0.5290736492043755,0.5453735318163573,0.38126734561382863,0.39118860039475684,0.4951558305487117,0.508322242050082,0.47110912252239645,0.4848154930824082,0.4808609551097144,0.4967773881586393,0.5097324251445365,0.5183487825885172,0.460984123964549,0.4749288014705053,0.4506343065562725,0.46605082215607985,0.40564377475396296,0.4134810762383376,
0.589818,0.37943833965317814,0.38487283802658984,0.503149531422015,0.5179926005248631,0.3567076066452441,0.3664576634365027,0.4678434317962906,0.4781108513849112,0.4421164586017066,0.45491411597640263,0.45300478958208407,0.4670535304715557,0.48148031694103344,0.4883341753005669,0.4323947269746798,0.44665585470959,0.4237314663514404,0.4386422932920498,0.38068963925981736,0.38716551479446526,
0.655354,0.35882528567908234,0.36266110649657707,0.48012048210824515,0.49325242448663165,0.33601239251620707,0.3446364901466889,0.44206402952360874,0.45124750104151207,0.41478449850237553,0.4284474342831988,0.4285591960288737,0.440670908034839,0.45454893220558856,0.4616024818587377,0.4087353622271874,0.42154114489847705,0.40059755919015955,0.41425070075302683,0.3567585981392313,0.3639801476397389,
0.72089,0.3399515164877468,0.3428368293625383,0.45961175945019356,0.4707887232881257,0.31638333420468745,0.32524055684272457,0.4175838274438308,0.4272052891459981,0.3944173737084576,0.40485629376693694,0.40707453950611416,0.4170965716440812,0.4328488345791358,0.43764341098385456,0.3859114312106109,0.39908388934434114,0.3814819515038204,0.3924042685610552,0.3382795271650075,0.34339836418140823,
0.786426,0.3237564910070162,0.3250351274917676,0.44094517775764364,0.45030135010601385,0.30027407486289165,0.3078873058727899,0.39902990353697926,0.4055624327304446,0.37575884499874895,0.38369672738622373,0.387762463320328,0.3959052604830848,0.4098204815183311,0.4160472896980321,0.3669235294960784,0.378883929656928,0.36281568437197703,0.3727247819057647,0.3201543657865772,0.3250054568488627,
0.917498,0.2952956406662818,0.2943773404457129,0.40880576072413083,0.4142975571690964,0.27304245332867644,0.2781426520596563,0.366147791868264,0.3681699809650147,0.3421138514177045,0.347310799810166,0.35651226541650105,0.35936064892183794,0.3757618247320411,0.37867259702571787,0.3375921800121668,0.3440203513322467,0.33405092506995937,0.3386947351982324,0.29230412396609823,0.293525551860662,
1.04857,0.2684539296666311,0.2689183744606587,0.3822746198826968,0.38368306022870163,0.2491458160151347,0.25357672690073124,0.33856572873132096,0.3370026830593783,0.31670489273262853,0.31714765790614285,0.32713665323290114,0.3289655198210969,0.3459010342751434,0.34745886299569767,0.31156639657319324,0.3149957510967017,0.3096319288566557,0.3103012061168667,0.26846922767555936,0.26757106878495457,
1.179642,0.2455785617838075,0.24744111120200313,0.3562777462739502,0.3573333103891897,0.22934495419798118,0.23294750265898623,0.3147719653206821,0.31062756331984714,0.2943688027933005,0.2917390810732281,0.3029003051952383,0.3032903365536518,0.3202301379581827,0.32100072210334873,0.29061816281216585,0.29045864182111875,0.28805481781397296,0.28625279149775534,0.2472391148724509,0.24580699118111413,
1.310714,0.22696492300386484,0.2290808191947107,0.3350363799172238,0.3344162643380975,0.21395788710768943,0.21538067752909443,0.2925187084868616,0.28802007613956077,0.27543133228104,0.2700450118149016,0.2820197947031147,0.28131674473928175,0.29836265384828076,0.29829000272219997,0.27244375469010895,0.26944470968794443,0.26914903660808065,0.2656245670398417,0.22746916088776206,0.2272962736505465,
1.441786,0.210775581275185,0.21320623128600752,0.3152611817749574,0.31430308706028903,0.20121696784218301,0.20024296530114874,0.2729800881651808,0.26842827125899704,0.25890336578464207,0.25130808605160093,0.26354768074303986,0.26229965363775753,0.2785747351141474,0.2785846662140372,0.2584404423775618,0.2512474347251158,0.2534618797782454,0.24773669924418257,0.2119690855009434,0.2113618334750069,
1.572858,0.19884038900531548,0.19934573744482895,0.29770963716354865,0.2965096854712735,0.18952730145074026,0.1870644010289486,0.2582336366433772,0.2512877888535564,0.2445263484188134,0.23496369836887027,0.24932931987250725,0.24568134044211518,0.26308853938898397,0.26132642833808023,0.24720445384131876,0.23533734206495444,0.238867636651254,0.23207830830589518,0.197963172144923,0.19750224771812538,
1.835002,0.1813622391450945,0.17631003125168299,0.26785632270318743,0.26644546737834507,0.1721641346541586,0.16524165126741486,0.2346420637355119,0.2227292445578447,0.21856037232715536,0.2078315049431884,0.2235271721211542,0.21803308927777648,0.23486129435015768,0.23253320803336533,0.22299394491975286,0.2088503419283698,0.21761503798172435,0.20597110055737836,0.17599130468128632,0.1745777041195376,
2.097146,0.164156492641146,0.15794452532567202,0.24363103182228485,0.24202219273770023,0.15558397929247733,0.14791470313187005,0.21371697823458863,0.19989575465192808,0.19711833912685056,0.18622855892440798,0.20214800936046542,0.19596384280923884,0.21439168902172018,0.20947715570819267,0.20337483880123933,0.18769261367025872,0.19980056582205152,0.18508116774411154,0.158822251708692,0.1563991829387624,
2.35929,0.14945964297844452,0.14296418321783505,0.2251787928791871,0.22179177804082198,0.1424820134958076,0.1338288424511142,0.1961648380045019,0.18122771326904233,0.1775238384627028,0.16862646062685582,0.1851849087399612,0.17794490250062514,0.19601590736902286,0.19060379354929094,0.1853980867569443,0.17040762951779015,0.1854430689163904,0.16799119020901368,0.14569935653521934,0.1416363994086955,
2.621434,0.13957521916786805,0.1305156504446299,0.20862482657483608,0.2047626306139828,0.13286092696698254,0.12215633068662668,0.17934672386762274,0.16568467044974178,0.16307928215252832,0.1540123957902736,0.17263012239105527,0.16295915101822217,0.17914407123325393,0.17487354245124206,0.17093282682616945,0.1560251506914192,0.1736809509485874,0.15375444002708058,0.13405583542134603,0.12941354414041273,
2.883578,0.12826083909649882,0.12001003730444966,0.19437918062015797,0.1902329132546358,0.12269938122327508,0.112329030899921,0.16302035551482305,0.15254591716075167,0.15174306141952457,0.14168864655377855,0.16328638088533104,0.15030358045555375,0.16482831132005188,0.1615648419348766,0.15872943125909442,0.14387392346251626,0.16138442748286605,0.14171444462315175,0.12369437093323761,0.11913048333771528,
3.145722,0.11716374285092997,0.11102784074491631,0.18336147234310426,0.17769191456546704,0.1140083924665049,0.10394404183479282,0.15024211503662163,0.14129642996520828,0.14293046981255175,0.13115890495581806,0.1555149159629522,0.13947673426041235,0.1532603678066653,0.15016118857895525,0.14839331483281024,0.1334747553872419,0.1509701558620434,0.13140167511183806,0.11482784418687832,0.11036221308162651,
3.67001,0.1019079196294502,0.09648317478607406,0.16804135501034217,0.157145291180857,0.10007131571495816,0.09040093278055718,0.12888349965823775,0.12304833297398443,0.12977663041424134,0.11412223750305876,0.14180351628847584,0.12193212623027982,0.13687869052029833,0.13164563848184388,0.13294117177498793,0.11661559331260518,0.13450271208180298,0.11466493430793256,0.10391084914705725,0.09621122268031604,
4.194298,0.0890794991874709,0.08522319738703978,0.15444313633616924,0.14102682385806736,0.09089036832559316,0.07994659802328614,0.11549237556836207,0.10889310138475673,0.11731907641560557,0.10094524387761701,0.1283055317266081,0.10833832507879271,0.1272701594362993,0.11726766466741909,0.11906403651231937,0.10354621213448054,0.1190651410383387,0.10167494130662198,0.09396578029499203,0.08529746215242653,
4.718586,0.07898704895971861,0.07625606948852434,0.14464758402899386,0.12805110482615298,0.08185149188830802,0.071640825335136,0.10463941764696702,0.09760184548497623,0.10590001944435837,0.0904594310301159,0.11735447391954815,0.09750517315340707,0.12113807783854089,0.10578875283634424,0.10967246043759776,0.0931266205486414,0.10576887030481967,0.09130850476679718,0.08560415244558875,0.07663310658073727,
5.242874,0.0680731153873329,0.06895227191203612,0.13769430446306238,0.11738601713009059,0.07241657571054948,0.06488930550014468,0.09386446266148323,0.08839234184788863,0.09901099927200635,0.08192413838272586,0.10687863934440835,0.0886763687424044,0.11581185247080589,0.09641932956314188,0.10149161236378895,0.08463186084304462,0.09534840704956711,0.08285010885563826,0.07890910700990522,0.06959453432466728,
5.767162,0.060756043939290134,0.06289304494123958,0.13084624368332484,0.10846913053632494,0.0666650336487928,0.05929800548705342,0.08693627687425311,0.08074304196535187,0.09189060558891046,0.07484719957650918,0.09764493430180009,0.08134832716055625,0.11064377269647782,0.08863228675518213,0.09357564563930662,0.07757893143590751,0.08514537083382562,0.07582237440526676,0.07308650346764418,0.06376869625813686,
6.29145,0.05628503368222883,0.05778902883965176,0.1281171452935571,0.10090665017807755,0.06268942763797818,0.05459539452471935,0.08229067318283506,0.0742928681060734,0.08735728140334605,0.06888883108470603,0.09159893139024156,0.07517279611290588,0.10578036262501161,0.0820623203417679,0.08554570884434508,0.07163364994005361,0.08004078148864029,0.0698946266497465,0.07210566848047711,0.058871195710467374,
7.340026,0.05038835629258216,0.04967654819528385,0.1232824161766474,0.08878318987919318,0.055189519045219605,0.047135551865505346,0.0701627883245027,0.06402713561113804,0.08084234455889583,0.05942431494669727,0.08503020445719728,0.06535171969442373,0.0953884378468372,0.07159859328791991,0.07352407007694553,0.0621755278480418,0.07065637735713422,0.06045693051824624,0.06539170984165489,0.05110699467462052,
8.388602,0.049765972065323814,0.04352943731136719,0.11009902236680162,0.0795046384074559,0.04947527619701303,0.04149604553067259,0.061255198863578615,0.05623626224666896,0.06949048064065003,0.05225798937541347,0.07636423348035366,0.057905036499126164,0.08505856234481034,0.06365091679406235,0.06518654672774338,0.055001179041669436,0.06131805225365656,0.05329141586165777,0.05827126549395078,0.04524169917188416,
9.437178,0.04888094060549173,0.03872111317363961,0.10741459224361455,0.07218527184779855,0.04622101021709704,0.03709353808629155,0.05374244122864124,0.05013402408365045,0.05789876114118549,0.046655957309151494,0.06584559651454852,0.05207688717393615,0.07574297864338003,0.05742149074855838,0.05742574214260479,0.049384251529179066,0.05222791452653718,0.0476769511569999,0.05163469958141663,0.04066581783519489,
10.485754,0.04126645834802312,0.034864736907564975,0.093268728387563,0.06627164957672696,0.04250779901436823,0.033568809226011395,0.05117515800758372,0.04523416164233195,0.050099439526542035,0.04216549813966365,0.05781225613363119,0.04740027330640707,0.07202451767151094,0.05241642692426838,0.05544451685366728,0.04487577360749064,0.04359557912022011,0.04316731595011036,0.04523789954719666,0.03700432182290882,
11.53433,0.039475734628232374,0.03170869139225309,0.08066857133108062,0.0614002389340085,0.040333991896252426,0.030688700910539445,0.04751420625454732,0.04121992754494636,0.04750899145312085,0.03849234210191274,0.05491426148693966,0.043571252027399934,0.061436820032039915,0.0483137573300829,0.05052521587525696,0.04118342550168115,0.04083701503572192,0.039471726828935745,0.04028908767150317,0.03401395285561841,
12.582906,0.0348178256075196,0.029082335611178577,0.07092160642234654,0.057322456140566386,0.03583220245225309,0.02829537714464246,0.0433871623520828,0.03787624371510728,0.04256721365326047,0.03543703765549302,0.0529448235228967,0.04038358845986205,0.055388492287816664,0.044894714288572585,0.046624867778325384,0.038108795800449895,0.0381056846823169,0.03639266823916801,0.038918817875802744,0.03153013099912168,
