Time (ms),2022-03-23_tttr2xfcs_CH2_BIN1dot0_20 nM AF4887_T74s_1_correlation-CH2_2,2022-03-23_tttr2xfcs_CH2_BIN1dot0_20 nM AF4887_T74s_1_correlation-CH2_2 fitted model: ,2022-03-23_tttr2xfcs_CH2_BIN1dot0_20 nM AF48896_T1142s_1_correlation-CH2_2,2022-03-23_tttr2xfcs_CH2_BIN1dot0_20 nM AF48896_T1142s_1_correlation-CH2_2 fitted model: ,2022-03-23_tttr2xfcs_CH2_BIN1dot0_20 nM AF48897_T1160s_1_correlation-CH2_2,2022-03-23_tttr2xfcs_CH2_BIN1dot0_20 nM AF48897_T1160s_1_correlation-CH2_2 fitted model: ,
1e-06,-1.0, ,-1.0, ,-1.0, ,
2e-06,-1.0, ,-1.0, ,-1.0, ,
3e-06,-1.0, ,-1.0, ,-1.0, ,
4e-06,-1.0, ,-1.0, ,-1.0, ,
5e-06,-1.0, ,-1.0, ,-1.0, ,
6e-06,-1.0, ,-1.0, ,-1.0, ,
8e-06,-1.0, ,-1.0, ,-1.0, ,
1e-05,-1.0, ,-1.0, ,-1.0, ,
1.2e-05,-1.0, ,-1.0, ,-1.0, ,
1.4e-05,-1.0, ,-1.0, ,-1.0, ,
1.6e-05,-1.0, ,-1.0, ,-1.0, ,
1.8e-05,-1.0, ,-1.0, ,-1.0, ,
2.2e-05,-1.0, ,-1.0, ,-1.0, ,
2.6e-05,-1.0, ,-1.0, ,-1.0, ,
3e-05,-1.0, ,-1.0, ,-1.0, ,
3.4e-05,-1.0, ,-1.0, ,-1.0, ,
3.8e-05,-1.0, ,-1.0, ,-1.0, ,
4.2e-05,-1.0, ,-1.0, ,-1.0, ,
5e-05,-1.0, ,-1.0, ,-1.0, ,
5.8e-05,-1.0, ,-1.0, ,-1.0, ,
6.6e-05,-1.0, ,-1.0, ,-1.0, ,
7.4e-05,-0.49626361830385024, ,-0.5022970533930002, ,-0.5067902347439723, ,
8.2e-05,-0.690874816450847, ,-0.6987235416928582, ,-0.689468180267701, ,
9e-05,-1.0, ,-1.0, ,-1.0, ,
0.000106,-0.19605550502352487, ,-0.19896269345877504, ,-0.18720726868584503, ,
0.000122,0.4735071434724416, ,0.45776442627989367, ,0.46183733977955366, ,
0.000138,0.09852077481966348, ,0.09104677034070541, ,0.1072393794259292, ,
0.000154,-0.23865929279214904, ,-0.23477013778353262, ,-0.24172101234360932, ,
0.00017,0.6360481771352848, ,0.5895214374670728, ,0.6143103335799442, ,
0.000186,-0.1484977775480908, ,-0.14911007585611125, ,-0.14562372026488202, ,
0.000218,0.19566994433867868, ,0.18071974252494138, ,0.20375044483406946, ,
0.00025,0.0505980394135328, ,0.05660269236331872, ,0.05787186569712044, ,
0.000282,0.029191853440650117, ,0.02627440412615445, ,0.038580001815673004, ,
0.000314,0.08352863958558521, ,0.07728458762772328, ,0.0808359183000984, ,
0.000346,0.16743256233042603, ,0.1438833591058597, ,0.1569948352567232, ,
0.000378,0.027757831139409328, ,0.015290376115144166, ,0.027692778281154018, ,
0.000442,0.1011542128072227, ,0.10277682998672533, ,0.09725729395225602, ,
0.000506,0.043636491801506194, ,0.03431309662777382, ,0.04279527232210567, ,
0.00057,0.10468716081684581, ,0.11295058429634608, ,0.11126072144383059, ,
0.000634,0.05557808258572661, ,0.03764433455754612, ,0.04481239787394653, ,
0.000698,0.08668355212311396, ,0.08618504405852723, ,0.0883613399946992, ,
0.000762,0.0708179478305957, ,0.06106581590813387, ,0.07055645252365794, ,
0.00089,0.06862780318341799, ,0.0680691186356841, ,0.07078920995387983, ,
0.001018,0.07621515128432321,0.06979048538765943,0.07194698667988586,0.06655804956647185,0.07651730532079881,0.0693213029752203,
0.001146,0.07164581670401682,0.06957513395414847,0.06799840569453286,0.06634101812943317,0.07093146965567132,0.06910901897956491,
0.001274,0.06917538384906785,0.06936108907738774,0.06767687256631727,0.06612538064154862,0.07010395010702308,0.0688980155126595,
0.001402,0.0709744562860295,0.06914833890988895,0.0647379484051882,0.06591112372420739,0.0680674561459742,0.06868828102970048,
0.00153,0.06926014950813175,0.0689368717469688,0.06675084508970053,0.0656982341694532,0.06473794137695221,0.06847980412424434,
0.001786,0.06894077877124594,0.06851774031732394,0.0688537886221221,0.0652765051529306,0.06868168205233283,0.06806657809950398,
0.002042,0.06914613351891541,0.06810360392652795,0.06920751750969134,0.0648600912396303,0.06806429197994768,0.06765824887647776,
0.002298,0.06820426230783316,0.06769437386418398,0.06591490527526878,0.0644488926393452,0.06713334431856088,0.06725472997847959,
0.002554,0.06849761449591818,0.06728996350811535,0.06447440270507676,0.06404281204433908,0.07002650588657455,0.06685593695308224,
0.00281,0.06590660580467755,0.06689028826328011,0.061049955970541525,0.06364175455262847,0.06772495605107864,0.066461787313232,
0.003066,0.06863781332095731,0.066495265502817,0.061998546390027665,0.06324562759409229,0.06868505145544512,0.06607220048040673,
0.003578,0.0674270882252499,0.06571885642897879,0.061554866096167116,0.0624678062308601,0.0659600643946967,0.0653064021370005,
0.00409,0.06411094224125069,0.06496011252126326,0.06078642339249973,0.06170865138986419,0.06311547260424333,0.06455793342633696,
0.004602,0.06252378318168406,0.06421843806049433,0.05905655534361487,0.06096749952049354,0.06509061687094908,0.06382621306540977,
0.005114,0.06282694000962707,0.06349326381489222,0.058000327932385964,0.060243718153298695,0.06218298996010008,0.06311068548023263,
0.005626,0.0590610284040487,0.06278404558412576,0.058866951142924284,0.05953670410122898,0.06000915233099735,0.06241081940005922,
0.006138,0.06063851896725003,0.06209026283835663,0.05698274018847371,0.05884588178436005,0.0614977974584523,0.061726106542847645,
0.007162,0.059527251929181624,0.060747032477513334,0.05691371586902516,0.05751063880760191,0.058828624976347,0.06040021501005756,
0.008186,0.058618867784600015,0.05945983550999561,0.05500785414275211,0.05623387994281663,0.05607217298822165,0.05912935956323916,
0.00921,0.056965763808281666,0.05822523990918918,0.05413415808892341,0.05501184789814146,0.05627269954823322,0.057910185617447194,
0.010234,0.05441231453404871,0.057040088313282486,0.052495983642358635,0.05384110047243373,0.0554291109798164,0.056739605778155844,
0.011258,0.05396021305124621,0.05590147108750576,0.052057179640083495,0.05271847820374423,0.05515041123101727,0.05561477375873514,
0.012282,0.0536181083938152,0.054806702495686845,0.05111274264048138,0.05164107592356683,0.05265256216587977,0.05453306129475875,
0.01433,0.052108921814587594,0.05273896333118615,0.048317908754837546,0.04961143455707838,0.05016653818728023,0.05248945145491416,
0.016378,0.04922966133229867,0.050819116329940225,0.0459897192295311,0.04773313761331413,0.04948832051958596,0.05059138664056148,
0.018426,0.047971021924905655,0.04903185668875088,0.043706143445888745,0.04598988090972948,0.04715786169659153,0.04882386673434348,
0.020474,0.04692545028049544,0.047363920883136776,0.04278271232348341,0.044367620893993764,0.046188712913095564,0.04717388432570862,
0.022522,0.04524800637573123,0.04580375732985681,0.04157471129548207,0.04285419596604122,0.044720537486504064,0.04563010444403343,
0.02457,0.043245051985288496,0.04434125881818658,0.040916958024631356,0.04143902145141679,0.043012343927246066,0.044182604135879995,
0.028666,0.04094246617917041,0.0416747751436481,0.038318676374497374,0.038867529432926394,0.04089544409620571,0.041542568636151744,
0.032762,0.03825794396023574,0.039305087094100945,0.03578208958240947,0.03659165635866303,0.03886743798496384,0.03919541129942836,
0.036858,0.03667237293323522,0.037185316659066,0.03427545898722695,0.034563263104801394,0.036889534943025826,0.0370950178428343,
0.040954,0.034529684988705345,0.035277963665367486,0.03234337885218519,0.03274412368499854,0.03489849798623257,0.03520447157385649,
0.04505,0.033199345560488425,0.03355267246268836,0.031417944008168774,0.03110349847242584,0.033995621915224206,0.03349386921281723,
0.049146,0.03147138508667191,0.0319846078238397,0.030025861370257312,0.029616387049016184,0.03157040794686283,0.03193873091327195,
0.057338,0.029799862381624243,0.029241517572289925,0.027293944320536223,0.027024049669543054,0.029015199720894058,0.029217280498059293,
0.06553,0.02723063508458967,0.026921663776461224,0.025639814417760753,0.024840737227616427,0.026900728375284677,0.026914758729641084,
0.073722,0.025328314915466832,0.024934317912251647,0.02382229464916663,0.022976940675047963,0.02537145069953861,0.024941551846874698,
0.081914,0.023952350917421095,0.023212949967292645,0.02303232319943538,0.021367487444056553,0.02406067257856903,0.023231899790186902,
0.090106,0.022577912410784107,0.021707665290523315,0.020998556166558657,0.01996379699857285,0.023141236590073833,0.02173645470719806,
0.098298,0.021368468448100586,0.020380311155156056,0.02020496367098845,0.01872891678401862,0.02138051932081786,0.020417461623005548,
0.114682,0.0196032990671533,0.01814695100095829,0.01824578109692454,0.016657274346813442,0.01905942714439246,0.01819749780774231,
0.131066,0.018019977446655178,0.016341535914026917,0.016325027490609045,0.01498823209824686,0.017826044656993778,0.01640229056510577,
0.14745,0.01639153091907164,0.014852336762579712,0.015143886296533182,0.013615348372625907,0.016452595669212977,0.014921087854611248,
0.163834,0.015973725525582738,0.013603384632758859,0.013624759896679661,0.012466643430827531,0.015273704554935152,0.013678542789593465,
0.180218,0.014655813118045646,0.012541224958436572,0.01326904587787836,0.011491698051287797,0.014064958445927811,0.012621613774932525,
0.196602,0.012999802405804894,0.011627153154809831,0.011784629109619305,0.010654144154781003,0.01344575653058988,0.011711880150824736,
0.22937,0.011692629379664199,0.010135383842515534,0.010712523351362968,0.009290220965896368,0.011815112955556595,0.01022685892720048,
0.262138,0.010194985394979206,0.00897063842398369,0.009489028406062694,0.008227931022828223,0.010953573548068585,0.00906708709788964,
0.294906,0.009582729966651993,0.008036945575742954,0.008409371617754013,0.007378106640591383,0.009278916809197568,0.008137186327380249,
0.327674,0.008694323714035335,0.00727247845124365,0.007277630539912039,0.006683509439323515,0.008606170832710314,0.007375688998608113,
0.360442,0.008165145565681042,0.006635615570715098,0.006681276709869843,0.006105718811358124,0.008061287616359936,0.006741202997226449,
0.39321,0.007752636421398673,0.006097314266114797,0.0064390111520438165,0.005617990366413559,0.0075495862932351,0.006204838468286156,
0.458746,0.00628495232754922,0.0052383666823286115,0.005562258140965115,0.004841037340663496,0.00681825305592243,0.005348835417894977,
0.524282,0.005274739927324079,0.004584890123690596,0.005153054687666803,0.004251096315075695,0.005747853362515487,0.004697469057449511,
0.589818,0.004819521538744542,0.00407226154562167,0.004270202144683877,0.0037890777425759136,0.005067111340371966,0.00418640932004343,
0.655354,0.004435863437052934,0.0036602595270291568,0.003745647510264849,0.003418288429194278,0.004475993806139389,0.0037756076750447526,
0.72089,0.004038386054228349,0.0033225574078747655,0.003715776153345285,0.003114756637472775,0.0039336381056704894,0.0034388455079235433,
0.786426,0.003714418666963981,0.0030412119898134927,0.0034300661922095355,0.0028621706238057907,0.0035402242916970916,0.0031582502898537166,
0.917498,0.002900512270620492,0.0026005050278086763,0.00298785593590134,0.0024671018442202035,0.00301754023799905,0.0027186519589908155,
1.04857,0.002523511103030174,0.0022724975588415226,0.0024588889973662376,0.002173585080356654,0.0023013110398202308,0.002391410396394772,
1.179642,0.0023810029250297404,0.002019984763302715,0.0021806312061256605,0.0019479706417655162,0.0021142221932450855,0.0021394479726755357,
1.310714,0.001795205681042411,0.0018203547931246468,0.0020470246072910037,0.00176984470154842,0.001954027804519587,0.001940225955176091,
1.441786,0.0017444123546621615,0.0016591029659234772,0.0014425569057365806,0.0016261333771282972,0.0020054782144482974,0.001779284223675509,
1.572858,0.0014475502909878646,0.00152651584643087,0.0013330443626500266,0.0015080938087590544,0.0018771036333204982,0.0016469377926626792,
1.835002,0.0012015564180323235,0.0013223098198127561,0.0013630918422868898,0.0013265384706086874,0.001570543201982355,0.001443074417167056,
2.097146,0.0014220930850024072,0.0011733526651043428,0.0011599925584484527,0.001194313838953387,0.0014177061305669092,0.0012943430924942092,
2.35929,0.0010647067021283263,0.0010606306368031962,0.0014159801473918598,0.0010943871947447763,0.0011613728720947236,0.001181776620582552,
2.621434,0.0013391212526303597,0.0009728294266895284,0.0012333378875706291,0.0010166408442495785,0.0009912259400124412,0.0010940863782053908,
2.883578,0.001084661927469588,0.0009028243849699804,0.0009551741744537878,0.000954713375682622,0.0008812400432189893,0.0010241627848371912,
3.145722,0.000580227555760926,0.0008459221429193215,0.0006209147800226855,0.0009044198337724401,0.0008252622411217825,0.000967321757358481,
3.67001,0.0003169707823196255,0.0007595417692320397,0.0006987943446505884,0.0008281524057104707,0.0009189323426799234,0.0008810249341810912,
4.194298,0.00034370179844289694,0.0006975819040132484,0.0006454082849471909,0.0007735124435658978,0.0008271725780670813,0.0008191173054741009,
4.718586,0.00016684864527460874,0.0006513408006334787,0.0007029947951866511,0.000732774098314906,0.0005621115517093767,0.0007729105259991007,
5.242874,6.582728739568111e-05,0.0006157408750764924,0.00032911626605858224,0.0007014359769599465,0.0005329159167619668,0.0007373340536676516,
5.767162,-0.0002458016564180765,0.0005876379468260964,0.00025357858387153875,0.000676714186307748,0.00022524934380374617,0.0007092476640274165,
6.29145,9.102994211418469e-05,0.0005649906886504737,0.0005325918842009614,0.0006568032395982712,0.00019839730846382686,0.0006866123745021262,
7.340026,0.0001551329358322473,0.0005309705419453459,0.0003676945453401359,0.0006269144220994987,-0.00016822331385424327,0.0006526077438757851,
8.388602,0.00011775217173437547,0.0005068562471245114,0.0001184137249399253,0.0006057450203606472,-0.00040762629460155964,0.0006285024994268997,
9.437178,-1.643331882461574e-06,0.0004890298566626114,3.389778209950123e-05,0.0005901052519000053,-0.00010564793066725198,0.000610681662067533,
10.485754,-0.00019760008443436838,0.0004754121959507103,0.00010564228321086055,0.0005781639080618614,0.00017508843884939118,0.000597067539543137,
11.53433,-0.0002680285949400174,0.00046473189353510194,0.00027460607415474847,0.0005688021887512576,8.747735220082653e-05,0.0005863895557261821,
12.582906,-0.00018180456997340944,0.00045617221461274074,-0.00030527273168445834,0.0005613018745457087,-2.5289721814258925e-05,0.0005778314275334865,
14.680058,5.099100441063875e-05,0.0004433984223830974,3.746089303180433e-05,0.0005501135778543285,4.611837484547188e-05,0.000565059405339239,
16.77721,-2.13732996867666e-06,0.00043440976076817553,-4.554271268775167e-06,0.0005422441351629414,-0.00019828550982192716,0.0005560715688080298,
18.874362,0.0001035644013593906,0.00042780272384815266,0.00016750878749904885,0.000536461787534174,0.00012636362160911574,0.0005494648983526301,
20.971514,3.7801657990055304e-05,0.00042277868875550235,0.00014483470103776597,0.0005320660768000346,4.4375844079569404e-05,0.0005444409960459166,
23.068666,-0.00024783604454226005,0.00041885318919100104,0.000122733341303638,0.0005286322969984083,-0.0003476533517458025,0.0005405155070213199,
25.165818,-0.0003277574859782417,0.0004157170345498131,-0.00011661899990322855,0.0005258895068549657,-0.0002447154061774315,0.0005373792987589252,
29.360122,-0.00031934069661976316,0.0004110542892588141,-1.5666881427955914e-05,0.0005218125127879785,-3.872597519838372e-05,0.0005327163654284452,
33.554426,-0.00032553146365621455,0.0004077865441062124,-2.3103398329893388e-05,0.0005189559659770128,-2.3710030430779128e-05,0.0005294484058879148,
37.74873,-0.000195800650965694,0.0004053921649454126,-0.0003475265817423079,0.0005168632746499192,0.0002649405854928677,0.0005270538230763404,
41.943034,-0.0002551239735483213,0.0004035760207541753,-0.0002537410456876499,0.0005152761962068558,2.8017486198628205e-05,0.0005252374963937968,
46.137338,-0.0002737513028534533,0.0004021598843518164,-0.0001382559288546359,0.000514038822206994,-0.00010389684580713876,0.000523821199931333,
50.331642,-0.00010985215045822283,0.00040103042646003257,-0.00010477626866156609,0.0005130520368398353,8.151224307328953e-05,0.0005226916026361717,
58.72025,-0.0005638022924829844,0.00039935451740311437,-0.0004671036934634776,0.0005115879979962901,-0.0004188835940892588,0.000521015466371745,
67.108858,-0.0004875004322544285,0.0003981825400652727,-0.0003717173107588012,0.0005105643121993098,-0.00036207411873501183,0.0005198433147273788,
75.497466,-0.000718922148570944,0.0003973252171386113,-9.361877060709567e-05,0.0005098155394163307,-0.0002457803970439265,0.0005189858556592693,
83.886074,-0.0005818870878880888,0.00039667578753251883,-0.0003365950672686857,0.0005092483806847764,-0.0003092370663926314,0.0005183363177563222,
92.274682,-0.0005040283117597744,0.000396169934461035,-0.00015318123942131834,0.0005088066372229686,-0.00029130357116369243,0.0005178303770676899,
100.66329,-0.0005133502405092472, ,-0.0003323984794851853, ,-0.0002809363336664372, ,
117.440506,-0.0013897540573559741, ,-0.0012576312669723144, ,-0.001100022798760758, ,
134.217722,-0.0014938939572678445, ,-0.001061102010162629, ,-0.0013074189181082607, ,
150.994938,-0.0015578024012748992, ,-0.0011643280770677888, ,-0.0009417949197719766, ,
167.772154,-0.0015033764798387805, ,-0.0009287269376677676, ,-0.0012256711227337513, ,
184.54937,-0.0015840767807755451, ,-0.0008732042264574247, ,-0.0013455745843514721, ,
201.326586,-0.0016216463042875162, ,-0.0008319128836299372, ,-0.0013058485162477096, ,
234.881018,-0.00344263962652247, ,-0.0024098860608310346, ,-0.0031175549363570143, ,
268.43545,-0.003616138676739711, ,-0.0024400051877068174, ,-0.0030363175465849546, ,
301.989882,-0.0035787072109669804, ,-0.002555698501894077, ,-0.00296915333980996, ,
335.544314,-0.003834397961832825, ,-0.0024977959467558097, ,-0.00289664921913646, ,
369.098746,-0.003866551892815928, ,-0.002628578265862491, ,-0.0025910623411222744, ,
402.653178,-0.003704451392657626, ,-0.002745006424219154, ,-0.0028039845859164636, ,
469.762042,-0.007660060245985534, ,-0.006690709049944843, ,-0.005937073466904752, ,
536.870906,-0.007487775228346982, ,-0.006710544946458619, ,-0.0058211983182456795, ,
603.97977,-0.007625303864337907, ,-0.006942380029919759, ,-0.005783189571457403, ,
671.088634,-0.007291434918284545, ,-0.006760622551080786, ,-0.0059850704841619695, ,
738.197498,-0.007249850359831278, ,-0.006877557521068112, ,-0.006211426222736183, ,
805.306362,-0.007411333590019109, ,-0.007131781053824282, ,-0.006463130607179068, ,
939.52409,-0.008040309554793179, ,-0.0070388854075925655, ,-0.0072473177208617345, ,
1073.741818,-0.007885033602989644, ,-0.007408648748595037, ,-0.007668518536832147, ,
1207.959546,-0.007591853148143368, ,-0.007171166169593235, ,-0.00783581519918286, ,
1342.177274,-0.007123810306793654, ,-0.0070173779323082774, ,-0.007375257669855362, ,
1476.395002,-0.007005547318603589, ,-0.006677370702027563, ,-0.0075839523511059825, ,
1610.61273,-0.007229219320456837, ,-0.006637474401637644, ,-0.007984265550308511, ,
1879.048186,-0.0077763435996487384, ,-0.007452142214138369, ,-0.007711901797947229, ,
2147.483642,-0.007955742510097563, ,-0.007376784882975551, ,-0.00816189214480112, ,
2415.919098,-0.007267537083859521, ,-0.007505470952073767, ,-0.007903519799425496, ,
2684.354554,-0.008049394215054018, ,-0.008065518453007958, ,-0.008643532646131824, ,
2952.79001,-0.008865646121210213, ,-0.009294137325272178, ,-0.009577021567479527, ,
3221.225466,-0.00831042167672924, ,-0.011338770592734249, ,-0.009560350630541836, ,
3758.096378,-0.052409452232770604, ,-0.05558565051382103, ,-0.05426677716225359, ,
4294.96729,-0.05813292472713927, ,-0.059031782627734786, ,-0.060476912301771435, ,
4831.838202,-0.06525699448754785, ,-0.06375431022523415, ,-0.06515781772551577, ,
5368.709114,-0.07400264776063226, ,-0.06958709419847686, ,-0.0710350475129814, ,
5905.580026,-0.0848317659876231, ,-0.07616437910243978, ,-0.0818089408676892, ,
6442.450938,-0.09883891783670051, ,-0.08886488548399873, ,-0.09349436498022856, ,
